Loop 1
[0.0, 2.907844117838549]
[4.070615579820453, 3.8209125961202317]
[4.4504099895504, 4.065503691467302]
[2.609272942197836, 2.5526612625006666]
[2.752861184081028, 1.9903779367610692]
[2.892054737890865, 2.2627114665542867]
[2.9350033319837987, 2.1987252612962482]
[3.0915747622839413, 2.4888951379226985]
[3.928231096329332, 3.307192124374088]
[3.2404289770430084, 2.8232383894232616]
[3.3602667779075603, 2.8204639133759537]
[2.756198372640338, 2.278959685434124]
[3.448871226860101, 2.9376001174541684]
[3.312940794481545, 2.712833890863438]
[3.0417725446196675, 2.726543006314911]
[3.1012260013648643, 2.570912211269815]
[3.372915489939342, 2.6832236590879823]
[2.6616000437360983, 2.4962870416248704]
[3.0939731720720776, 2.3682629319834825]
[3.5352233617382645, 3.469395358100349]
[3.0258950204162747, 2.7020164222269716]
[3.786848730713044, 3.1509409132148534]
[2.940948765794467, 1.9044341762668635]
[3.0276650885312173, 2.2919803092489692]
[3.0777463313283318, 2.406278433711745]
[3.68869652146595, 3.2594599530177146]
[3.0207734789518748, 1.9717676848098127]
[2.6984414430127535, 2.594128261054761]
[2.644610560998917, 2.0064853954907695]
[3.396615167186003, 2.870905403197091]
[2.6235267156371775, 1.8736609331718082]
[3.5134491064798423, 2.5899851948189294]
[3.786685317259278, 3.177902836522736]
[2.894690351229342, 2.1234139781631143]
[2.702727337715737, 1.8930630899025125]
[2.7138625882726637, 1.8478490895379556]
[2.9316300833636904, 2.177759785965901]
[3.0845073194449144, 2.695623951726761]
[2.6049207189467873, 2.7679689414988027]
[3.1780377324937485, 2.181383914746382]
[3.1906096773260666, 2.9307419010327393]
[2.966117402779095, 2.48720293206842]
[2.9099274197962393, 2.462165861745965]
[2.837338488784516, 2.5883836260485515]
[2.7565433556396326, 1.9610759123012678]
[2.775088330275093, 2.199678331918612]
[2.776045501091302, 1.9521055285095372]
[2.878845550781901, 2.7984068464480827]
[2.488257999532103, 2.351679840419237]
[2.8860285021179193, 2.1818825021848114]
[3.681258442783392, 2.7815322626673327]
[3.194214301902896, 2.4437931022757953]
[2.9011889771567803, 2.4953586906816136]
[3.80561575287929, 3.6075970340818615]
[3.089112144769432, 2.8423758116271767]
[3.062066370286413, 2.518597896694161]
[4.502373284790006, 4.0818507210370285]
[3.605218286187814, 3.4194053621269087]
[2.9625292345274845, 2.415571005486229]
[3.0942009031517332, 2.7958382177370797]
[3.1243217378046637, 2.0299974480366965]
[2.553966113795952, 2.0288083095367213]
[2.7024823962384557, 1.8844522458469195]
[3.867177670434311, 3.5662942400421755]
[3.0075388690265075, 2.433676522156447]
[2.4022123434209557, 2.02195343999763]
[3.2376619066775647, 2.4624439717328097]
[3.077874178035792, 2.6738937999798615]
[4.331533903138931, 4.459559273056391]
[3.0960709926633228, 2.2977123150198766]
[2.516923201151953, 2.009920070191909]
[3.0854310933657216, 2.5386343421430846]
[2.699736009321282, 2.196588600216766]
[2.885335285171552, 2.054463524117245]
[4.051626376065913, 4.078298901897425]
[2.819336349679922, 1.9415387052440514]
[3.4328302598350953, 2.797226950036634]
[2.946625308290952, 2.179587869889167]
[2.5480621420061556, 1.7652307330808763]
[2.9815065296398395, 2.294244369952828]
[3.011417860732673, 2.3799007050114507]
[2.8132480810406677, 1.8824586345604646]
[3.345131858451174, 2.6875468963830658]
[4.108033543974538, 3.3454769133001423]
[3.3519903847820016, 2.674622160057613]
[2.9815065296398395, 2.294244369952828]
[3.177499783594446, 2.474039157638779]
[3.3942923466189523, 3.0242575248328714]
[3.0363788778762038, 2.536043205528348]
[2.583836983144255, 2.040764101396644]
[3.9976380592472345, 3.1940098873883054]
[2.608227336897083, 2.4047381372261722]
[2.8699409407161576, 2.1720491454225885]
[3.945273903493647, 3.3333949044533044]
[2.6502153258748615, 2.250537323868291]
[3.2879948807255235, 3.039891271477566]
[2.6502153258748615, 2.250537323868291]
[3.2879948807255235, 3.039891271477566]
[3.1558982933904884, 2.4297471179855847]
[2.940760968039565, 2.5345776673247253]
[3.9735511034248057, 3.6722619586186607]
[2.7756271371333363, 2.0092723835702944]
[2.797763847744525, 2.2123641458972116]
[2.680422712642214, 1.8785673515266894]
[2.7160485562021903, 2.0912898751170896]
[3.048016046267474, 2.4592615453765276]
[3.2534993325053883, 2.752712969152114]
[2.5215136795682374, 2.187656501617084]
[3.179173091950091, 2.7529102614838803]
[2.6083517282525386, 2.1595762395579476]
[2.6429040106093518, 2.5666586292532663]
[2.8213640739479184, 2.2525501195341358]
[2.9683858126404314, 2.521190737919535]
[2.7274012767598026, 2.2312722908971128]
[2.6080762854834205, 2.2196837675304675]
[2.7605432385584914, 2.651568941294428]
[2.786443591107489, 2.692191917554402]
[2.514552705786658, 2.174707879216022]
[2.602446182265255, 2.277522683491703]
[2.722510879655397, 2.5455937274459663]
[2.9038901921295173, 2.177146790576545]
[3.62008011933424, 3.49168047066785]
[3.8058045474841453, 3.505770956080025]
[3.656945239605182, 3.654066683590934]
[4.475083383288404, 4.137322528876041]
[3.231331630710164, 2.848752740995127]
[3.4928732261318913, 3.285130830768882]
[2.664295904288129, 2.4992013084406084]
[2.6715146895239026, 2.0370795740879273]
[2.867014805187619, 2.1373483145281327]
[3.192441675934777, 2.6978830863244423]
[2.6079495477884533, 1.8198461921506581]
[3.489293630330071, 2.5435135456478806]
[2.577959380130338, 2.255030377679256]
[2.935070842162077, 2.0782528703771224]
[2.901334838436052, 2.262080401684918]
[3.6017622053154765, 3.161281273206205]
[3.112325643823603, 2.648557087264735]
[3.25294372316472, 2.7502614545648196]
[2.8526416792142855, 2.6345400143761815]
[3.0568179846123886, 2.4834665082074294]
[3.2580553992601184, 2.488849075440142]
[2.5809599769266076, 1.8175249353819745]
[2.5342366849647746, 2.001181996466713]
[3.055907731941976, 2.4394525817648094]
[2.9473850052144535, 2.2324868498534878]
[2.7363552132716618, 2.2672672261749938]
[2.993297153262601, 2.6060543056838337]
[2.4623964380603405, 1.9551471318624587]
[2.832241566271008, 1.9994763048749797]
[3.5715071539396352, 3.208681735889095]
[2.711854244698496, 2.1939412616603935]
[3.198900801710878, 3.0007314523184596]
[2.7903136476098878, 2.0115318760654146]
[2.628341245505233, 2.0366637342834117]
[2.8741321120097294, 2.094410572828606]
[3.0087401910624885, 1.9776564090912003]
[2.8284592215342257, 2.3325813092473857]
[3.21506482883534, 2.573101633489192]
[2.922356375598637, 2.3064618107089374]
[2.8891902190414007, 2.8690232703505996]
[4.463535664192008, 4.288559694923374]
[2.7278388752085423, 1.982402002479631]
[6.690136165392376, 6.426542739284885]
[2.68588417899744, 1.9263614527942312]
[2.832624211508474, 2.0062140811775926]
[2.751064622081923, 1.9242529884633153]
[3.1418313873973256, 2.174262071410263]
[3.4051250397262938, 2.9049699090528027]
[2.5467938580572267, 2.290086965873621]
[4.484605875022409, 4.154368260431392]
[3.541261418385826, 3.268554219589793]
[2.655086964978549, 2.374436974437783]
[3.9958913870140087, 3.520425875505051]
[3.8692257444764073, 3.527162037656656]
[2.6875398593269275, 1.913020614653238]
[2.8002919537017474, 2.3124780498959336]
[3.1857281410056015, 2.6458032118359154]
[3.980960622834927, 3.7518095397777738]
[2.6475063625429223, 2.0321262196439718]
[4.01218490458254, 3.210463080244851]
[4.336821230263185, 3.7573913433259447]
[5.182795161771591, 4.674256462149058]
[2.8417021758859153, 2.3317430379086588]
[2.8133167626515148, 1.983258072679966]
[2.5096279287463603, 1.6788167884108143]
[3.500773570574581, 2.467804070725176]
[5.182795161771591, 4.674256462149058]
[2.6758362112435057, 1.808864400174389]
[2.662617301667666, 2.3972199253907105]
[2.801699212331643, 1.5883010305985765]
[4.902975765217283, 4.572675786867823]
[3.309201636563266, 2.7785004014688846]
[4.165644035886166, 4.1488873328851374]
[2.840647682623057, 2.185581319410582]
[4.103572346444163, 3.3789884739200424]
[2.6919954765023286, 2.4285290515693347]
[2.722189290294487, 2.325331182784347]
[2.8864391823033873, 2.3865829613088043]
[2.7527139426090024, 2.125196267166224]
[3.4061212881940204, 2.5223010128267322]
[2.8072824420350013, 1.942314947267629]
[2.5384785649127015, 1.6507997429158392]
[3.066791768751874, 2.4617876314667155]
[3.939683256954296, 3.193671383374351]
[2.8024703268425073, 2.633017675485961]
[3.35117723911971, 2.6423305917038933]
[3.3084924213500932, 2.702503305172308]
[3.5082386671234325, 3.645166753940928]
[3.2842393451286407, 2.749674119631861]
[3.0462618824482246, 2.7680534790961415]
[2.7190927072718583, 2.1522704126564216]
[2.816332761088167, 2.273347410265147]
[2.564726722320772, 1.8077075040623967]
[4.132409836278102, 3.7620615114104985]
[5.085893423641611, 4.497433837843615]
[2.8030651315306616, 2.3474320422632573]
[3.1533926524341997, 2.9460211932726743]
[3.9408942247888348, 4.16298202964068]
[2.8369516058595794, 2.973761201574195]
[2.7988272756157175, 2.4895453865512787]
[3.305579624924726, 2.951914283727891]
[2.891315240246124, 2.204831051035261]
[3.1043661527637165, 3.282354229570484]
[2.7603905214889886, 2.4530779084229066]
[2.9541244616742195, 2.07570213004907]
[2.8663071734037424, 2.2951401804771097]
[3.8182009123821667, 3.294324476207337]
[2.7848753553884595, 2.2895109844900845]
[3.313602749836498, 2.3635393539886858]
[2.941663645639488, 2.5704074300205306]
[3.070672107224939, 2.761328837490746]
[3.006210838104506, 2.6050562879978725]
[3.0500443203812617, 2.6567605061716137]
[2.5413134624389606, 1.9502696003508717]
[3.008001363447165, 1.9288250534185958]
[2.697476619559103, 1.8884359894129983]
[3.023105055941737, 2.509767124084474]
[3.2068118357178355, 2.627811293274167]
[3.279834186075152, 2.6112985721193387]
[5.676999797305219, 5.244657617390316]
[2.596589840970893, 1.7694770366729824]
[2.6604446291911907, 2.160710786308523]
[3.221834726789225, 2.553810706770227]
[2.64088112048569, 1.8745339532786542]
[3.128224753530067, 3.0225890624080867]
[3.5717401304345673, 3.124450810267941]
[3.2444226740772395, 2.1922380737854983]
[3.899552432645316, 3.440997147357762]
[2.680042579171364, 1.7273840147221888]
[3.242623072460512, 2.854151117314043]
[2.906209105997837, 2.1779718841235067]
[2.6207785317032233, 2.4454491273679673]
[3.0609448151794996, 2.784838601274408]
[2.7235159322542972, 1.9387121782449428]
[2.8909145407209813, 2.2962525023211735]
[3.569247081880294, 3.321637181266077]
[4.958028079385695, 4.587456529805512]
[2.956817610646961, 2.1489490446355983]
[4.372177852668535, 3.6783357365536253]
[2.772475571764881, 2.2558411468887276]
[2.7017496205801526, 2.0272508375016773]
[3.049642286892719, 2.3234266174682596]
[3.2582469585527116, 2.91360321003088]
[3.3045848045873334, 3.165359037798595]
[2.7654376956612134, 2.1575218443161233]
[5.210457603352128, 4.810902720303149]
[2.5935751781984755, 1.850335399047562]
[2.8530161458796544, 2.0909954086328724]
[3.1208546692907686, 2.707616857774426]
[2.5558906975258155, 2.1276474625154074]
[2.8417865966064375, 2.575341355809022]
[3.461724828932825, 3.145177430522044]
[3.0569957941595205, 2.522094492807764]
[2.4630339885809542, 2.184129823049732]
[2.6767108612920816, 2.231490142655856]
[3.5731828827346614, 3.179924234783158]
[2.578585530609707, 2.391143128764357]
[3.4997548555492415, 3.159684596916716]
[3.6494978181149134, 3.105968630971625]
[3.4627087388356834, 3.411373236376262]
[2.994429260317065, 2.5476732914824956]
[2.73514036335135, 2.330369901010567]
[2.780350418657288, 1.8457020641916992]
[2.9452258993644276, 2.424728788895008]
[2.923479158105459, 2.4541594873082824]
[2.872662222959175, 2.372438691190775]
[3.654144350566867, 3.11684583052162]
[3.5281120830810844, 2.8603031228249223]
[2.8841148007651345, 2.1441917258468863]
[2.9709820580343465, 2.1749190992728327]
[3.0233661651883983, 2.2468092985688064]
[2.9291514567690076, 2.714880850187766]
[3.909379770024714, 3.582085559779212]
[5.139592731285426, 4.491239476460841]
[3.4772749160548844, 3.470660307818923]
[3.661713905799169, 3.6436317376302254]
[3.0992280962934955, 2.7965601233321]
[3.5121384348130067, 3.3341621258622838]
[3.2932861059417537, 2.757340449013007]
[3.26622708750804, 2.689859317348122]
[2.414934351050149, 2.1128557959492285]
[2.8562454658429655, 2.2441897860968107]
[2.797094567835346, 2.0638204967274283]
[2.7294263067791373, 2.168723670270893]
[3.3480626738440113, 3.0316567853857976]
[3.500682364005088, 3.3198768521495645]
[2.7348511480318716, 2.006240537183166]
[3.019587032518395, 2.1023029392896735]
[2.7198250080814477, 2.15224808034355]
[2.8777880408535124, 2.5930393342832754]
[3.9485907928697808, 3.2160704600566894]
[2.8262929241443646, 2.412357834072041]
[3.090608262305254, 2.9747931613321876]
[3.189011508281054, 2.751903521810903]
[5.64237737414782, 5.138171971560506]
[2.9484537853496624, 2.677823495005786]
[2.854491923515287, 1.7464806989876094]
[4.013197619331247, 4.2216169288660295]
[3.2486060495733797, 2.421179141335271]
[4.608816837213755, 4.391593457679939]
[4.048905984093171, 3.5919017247833005]
[3.583114602076348, 2.871861884371966]
[3.026803105389331, 2.355420514262315]
[3.212662419470648, 2.694382692595514]
[3.0522576183349917, 2.7923835774351002]
[2.554379779306711, 2.2243213950794627]
[2.9881297633667545, 2.22990961663001]
[3.4708699934006457, 3.3868063651220504]
[3.0780392860303136, 2.5507072281540375]
[2.5617720478604267, 2.2107984457257173]
[2.7870670627318965, 2.1233609620458447]
[4.361649709045422, 3.7264423245668583]
[2.5280200870693257, 1.939434987780269]
[2.510774964288515, 2.0585705937815812]
[2.676323186613353, 1.982230402970982]
[2.6437148032558757, 2.2224673544242446]
[2.5396016555153884, 2.0972921394818247]
[2.91406601940034, 2.6489703167345056]
[3.673846376254049, 2.7925196397394867]
[2.7023381334431487, 2.3317278781944615]
[2.899549018488909, 2.354334897474922]
[3.2375265204895234, 3.084077212240194]
[3.296981662440399, 2.814987165836019]
[3.392656143316179, 3.072732680186116]
[3.26025757516331, 2.484727465352689]
[3.1906617038788365, 2.7631756928375464]
[3.269170278402304, 2.8151708694212956]
[2.642414611009786, 1.9938302715442582]
[3.750720920245466, 3.3844051127225083]
[3.206206736339611, 2.374774229855282]
[2.530656924173741, 1.6874218390640348]
[3.489148108571632, 3.4294109399890025]
[4.067751152840902, 3.567740566949304]
[2.7709543095197358, 1.7864707603502077]
[2.621150778292237, 2.102428803991528]
[3.0107017888271494, 2.5966344807493122]
[2.5218543894782077, 2.1127439486529718]
[2.4899351441631965, 1.634031416966715]
[3.724766409671954, 2.8785650547948793]
[2.6114603719148213, 2.060679437604561]
[2.564515769766488, 1.72788987798145]
[2.9829681598421396, 2.6025574212968383]
[2.57238814380509, 2.2114230928201533]
[3.011699130978807, 2.7215630398701496]
[2.691768353655269, 1.993268507949757]
[2.8355651532151405, 1.9958544852191131]
[2.5086873135897183, 1.939376154830529]
[5.033984411254368, 4.638427980561654]
[5.237643933384552, 4.7873856679547195]
[2.9498733237256567, 1.8715861295791336]
[2.847763285024319, 2.021990312138327]
[2.7470281121066096, 2.005313145718208]
[3.1921664532395537, 2.7297694810593898]
[2.4738932949842436, 1.892957747453506]
[3.2758792161334718, 2.806736349630208]
[3.0017923183143433, 2.1507831234325443]
[3.1460468703539277, 2.7684422079321074]
[2.66789991738994, 2.427794894960653]
[3.349238060914601, 2.8842365685028777]
[3.8114009007623433, 3.4443753704032094]
[4.2516522957610245, 3.488776257624549]
[2.5536592586948643, 1.8948162723154063]
[2.9492323577569723, 2.7371087405205508]
[3.0739651666295753, 2.459970147358144]
[2.8395414340761076, 2.258546031834032]
[2.5771585831033947, 1.9348552737843865]
[2.693656096236117, 1.6885620069944873]
[6.690136165392376, 6.426542739284885]
[2.895487623741985, 2.4197101814025683]
[3.9793203673926536, 3.9190583240021137]
[2.922967970438268, 2.568286348992796]
[3.6299261903367954, 3.0720374877467314]
[3.212872694266612, 2.391369616330619]
[3.4615525793275186, 3.0430177844907917]
[4.236648985025046, 4.261023236996894]
[2.7777783143002974, 2.2995273337193116]
[2.6553821936068833, 1.8489038066649788]
[2.8231396405592917, 1.976696987901535]
[2.8141907114461886, 1.9326515194191758]
[6.412681200558003, 6.207294979864116]
[2.8981093793119674, 2.4631758212028325]
[2.939550958102403, 2.5964504379372437]
[2.983153680900634, 2.492855451190112]
[2.538944766908981, 2.028327203921437]
[3.0335773451616492, 2.5525442453117737]
[3.0335773451616492, 2.5525442453117737]
[2.6083978219282415, 2.018523752443912]
[2.6267062816875346, 2.188135087277063]
[2.7030059652422147, 2.1253467349063904]
[2.5702086661551435, 1.9728072712218374]
[2.764680404318192, 2.2802274670120637]
[3.0353103604007274, 2.6283074354365876]
[3.152044945303128, 2.569225487703006]
[3.9204019509318493, 3.452419398518668]
[3.666899890978891, 3.6115368702505655]
[3.770947647676775, 3.1771115939521617]
[2.64577293232937, 2.1252396584651336]
[2.624094724753663, 1.9902683307685554]
[2.9954224306377895, 2.3980577184799468]
[3.7017580922266844, 3.3866804059616396]
[3.4010110974867094, 3.356680904921183]
[3.455332208320461, 2.864558650438056]
[2.756458271596452, 1.8603261780895437]
[2.7935978006799753, 2.1051771441017144]
[2.83374888236308, 2.0267394335077342]
[4.879206884798184, 4.294622938864859]
[2.805766212701621, 2.35662641932069]
[3.4563423446486015, 3.2136191791335906]
[4.0546098310798975, 3.8389960334749618]
[3.5517425669027594, 3.7807426626376266]
[2.4900412251719857, 1.9389245609221755]
[2.8233660095118736, 2.3086020033895527]
[2.6261834044519796, 1.9680762975264068]
[2.7173899814300215, 1.9920968207737793]
[4.682672431118474, 4.025436986527334]
[2.830286719261408, 1.990456477056896]
[2.5505493553055874, 2.0374269564132845]
[3.2922423954415168, 2.553201464594452]
[3.3988168389029134, 3.215529185423956]
[3.4037698908423573, 3.0081067574527265]
[2.7241885843884317, 2.008492861253059]
[3.1595287822724463, 2.4776757037946373]
[2.6094153405544698, 2.14561317312004]
[3.6799970511030304, 3.9175662601329733]
[2.6821931783238973, 2.1190476980568422]
[3.7312453445872458, 3.0031308344355816]
[5.154889995652767, 4.8371035920459935]
[3.4267537822304948, 3.094594670451245]
[3.6154560679491743, 2.9021441248305964]
[3.452218797210716, 2.6212761366838584]
[3.4674885416022656, 2.814339432490732]
[3.426057408870618, 2.1524905596219237]
[3.328831722995696, 2.7285872955406347]
[3.7685772386506495, 3.4895213367099513]
[3.090452175700993, 2.416102883070224]
[4.264558038868039, 3.8137761747820558]
[2.7480457404279135, 2.5160852416385358]
[3.1815351819908426, 2.886949394901692]
[3.3449417651271602, 2.6408713012432568]
[2.7304438353352003, 2.569759926172337]
[3.120731183151954, 2.0918455645231675]
[3.2604684997033018, 2.5212837138153947]
[4.465052126391052, 4.288818031495389]
[3.476380872424943, 2.5861942473527098]
[3.4775608911338995, 2.4642860383060756]
[4.410342637143853, 3.937532240858258]
[3.9075023968989435, 3.394782122140426]
[3.4017433349525366, 2.6581103019497236]
[4.754145481659558, 4.510459645065371]
[3.5737773640870527, 2.8630325985109297]
[3.242397655747634, 2.5525483296873137]
[3.6208622008458136, 2.8278363380074256]
[4.452900130538495, 3.984392765248802]
[3.1773565622938835, 2.8199624659126674]
[4.44352510747132, 4.13880695946806]
[3.5384014617294697, 2.445774908830329]
[4.04616308705788, 3.4613861463428908]
[3.791807233463484, 3.075081518075456]
[4.1921093963457094, 3.4977538004872852]
[3.790611328836155, 3.7443847907334855]
[4.54279618252382, 4.292612708086563]
[3.6351979554848173, 2.638780504554187]
[3.855520603697509, 3.4679621945260957]
[4.511821256361115, 4.282225233327908]
[3.4572907947636917, 3.1557791811394997]
[3.7354418835473813, 3.382583142523366]
[2.9513612889626035, 2.15982065514298]
[3.840184322528674, 3.170781634836868]
[3.96542845274051, 3.3757283444432034]
[3.7820725305295237, 3.4128210086687454]
[3.9432568119111906, 3.238789321195229]
[3.7720471680426404, 2.940326648139836]
[3.933130626603062, 3.059702910756165]
[3.509766442674213, 2.5047158818774733]
[3.1394665369794916, 2.43803764880431]
[2.89876507914159, 2.591510935559022]
[4.133289134604849, 3.4315100109725383]
[3.7410859441970525, 3.077654288646631]
[3.1132746028224036, 2.623988544170544]
[3.181710863941442, 2.3742517259135028]
[3.426057408870618, 2.1524905596219237]
[4.411322896569294, 3.9017170584165584]
[4.411322896569294, 3.9017170584165584]
[3.9286775829846357, 3.4330210831000216]
[2.964894760993424, 1.9875612257261417]
[3.843305723463722, 3.0044833995546134]
[3.7720471680426404, 2.940326648139836]
[3.933130626603062, 3.059702910756165]
[3.509766442674213, 2.5047158818774733]
[3.1394665369794916, 2.43803764880431]
[4.622871745623168, 4.149150035601658]
[3.944892250983035, 3.727558778228756]
[3.6641646978019433, 2.79976975982352]
[4.199107304624045, 3.5780912636305473]
[3.81984199372304, 2.9678952854752563]
[3.579492336488584, 2.8105431740333136]
[3.9556088038180657, 3.019537443540856]
[3.3523014422476973, 2.7786893712074487]
[3.052318411886611, 2.207340710401716]
[3.1657244561259605, 2.701978941075457]
[4.0272971609717345, 3.332824133173585]
[3.1113519633648794, 2.345091908204932]
[4.673473610956095, 4.160336001087924]
[4.608717082187406, 4.1486166272051745]
[3.5608495381950998, 2.552424053939412]
[3.068601812187434, 2.2302069617726623]
[3.065919399054548, 2.1761492411866548]
[3.8342746148109614, 2.9277831545827455]
[3.815574850490749, 3.333927848094459]
[3.2302736214697045, 2.0086142160338434]
[4.188285358384979, 3.597402922794337]
[3.7074929684329816, 3.3546976399555377]
[3.2644390164863317, 2.3851774598572324]
[3.223167983254208, 2.6920805028557835]
[3.784353022065626, 3.149858205208768]
[3.8046249933153713, 2.9971355209650183]
[3.264748297548297, 2.779894247996001]
[3.1370261300344624, 2.6604809046774323]
[3.86347958790803, 3.112538927234846]
[3.4983836221974354, 2.884916333713077]
[2.9826177316553655, 2.25142629696516]
[3.80034984484524, 2.9442136451117977]
[3.96231187679674, 3.488781789568926]
[3.235362048555927, 2.425021068655332]
[4.127924527410476, 3.724185236010589]
[4.1229347051617244, 3.890739005120011]
[3.919523666685149, 3.4037249965840726]
[4.074401911094437, 3.6388058261043894]
[3.5894695849254674, 2.8435033551359226]
[3.237551855630579, 2.5049706209203833]
[4.277743493807219, 3.656615547127733]
[3.4706158418800834, 2.3573152508233277]
[3.600901527146223, 2.5926475309006536]
[3.0871163710981557, 1.910256883171475]
[3.4291697399940713, 2.618582568061059]
[3.791297614371695, 3.244736802198252]
[3.5583910370777128, 3.013652361665203]
[3.759882694500389, 2.774485863426637]
[3.1288516205366377, 2.2742883059832137]
[3.765915013797045, 3.198292160903416]
[2.911904724694302, 2.182693876607356]
[3.023722497423333, 2.168580409855547]
[2.873785561106552, 2.2575218470704224]
[3.481563508544974, 2.868910618391108]
[4.942562728786986, 4.54828051242945]
[3.2045922927667028, 2.266072083260482]
[3.029478853275758, 2.1128938597507094]
[4.4152954517805485, 4.106661097466682]
[3.3428578293871563, 2.4930129142376605]
[3.6188963384760005, 2.8744912887775893]
[3.5709792103030376, 2.732514901485032]
[3.8725461271523938, 3.658743785989155]
[3.670041766742037, 3.7967381982513944]
[3.3110777830344746, 2.5319858222689064]
[3.2756591213376822, 2.3005866097638017]
[3.0499612652395274, 2.1897165787285697]
[3.830395167412201, 3.1293473495858524]
[3.110426820978915, 2.0376834270896325]
[2.984408547199721, 2.1715565455730137]
[3.606285013169993, 2.731583536092344]
[3.0037283934053116, 1.8512980872568845]
[3.277751800209369, 2.249496333240177]
[3.4074330909725883, 2.4148424455839246]
[3.280331320062046, 2.3037273685881874]
[3.1634358170019823, 2.563347958655292]
[4.24583165737609, 3.428544275262499]
[5.063291951242885, 4.572887835251401]
[5.078190262347897, 4.461903913347669]
[4.9672892767546, 4.905889478141449]
[4.359395213400765, 3.810951233177321]
[6.629393136847826, 6.439910968242668]
[4.93982295155292, 4.705514169414885]
[3.3973723964334557, 2.5521074578051666]
[3.4638543483864903, 2.300152291214269]
[3.293093806102705, 2.408390026993188]
[3.4660776312012627, 2.404043885612428]
[4.036233708322277, 3.7774466850320008]
[3.4211532726802822, 2.4095875384325116]
[4.1468142100082375, 3.624067004504332]
[3.3200641670014455, 2.2599012156807317]
[3.4803996539751716, 2.4482004204259407]
[4.472600486959711, 4.092281789189927]
[3.8780908631641813, 2.95555623989948]
[4.179869093495633, 3.654685164404759]
[3.1767343560757495, 2.385252326930476]
[2.9898792202325244, 2.0689233822440114]
[2.9570993642532533, 2.093568295841636]
[4.179869093495633, 3.654685164404759]
[3.1116353797848815, 2.2492733329135994]
[2.9474345716603705, 2.0789042676312683]
[3.269787493913442, 2.3072352120355]
[2.936625839485813, 2.046026330475857]
[2.936625839485813, 2.046026330475857]
[3.2631497942651975, 2.2384103319681468]
[2.787057129858483, 2.204202923821954]
[4.397183614571604, 4.136560904887085]
[3.9420873806208307, 3.3615667958392184]
[6.490183370290089, 6.287329398643454]
